,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,LSA Topic 0,LSA Topic 1,LSA Topic 2,LSA Topic 3,LDA Topic 0,LDA Topic 1,LDA Topic 2,LDA Topic 3
0,250635,"['cable', 'internet', 'speed']",22-04-15,22-Apr-15,3:53:50 PM,Customer Care Call,Abingdon,Maryland,21009,Closed,No,0.43155684913942755,-0.07368233460920404,-0.27758057018615784,-0.2668324452047338,0.3056234619997104,0.18557309710846553,0.33464256342451504,0.174160877467309
1,223441,"['payment', 'disappear', '-', 'service', 'got', 'disconnected']",04-08-15,04-Aug-15,10:22:56 AM,Internet,Acworth,Georgia,30102,Closed,No,0.08432855106858655,-0.023461611618802496,0.023027772421956,0.14214162581549775,0.2665615413316198,0.2738301814900159,0.24132911277855562,0.2182791643998087
2,242732,"['speed', 'service']",18-04-15,18-Apr-15,9:55:47 AM,Internet,Acworth,Georgia,30101,Closed,Yes,0.4490722073687931,-0.11084207059558307,-0.057312742051511725,0.2770140213057012,0.378208697177997,0.2332445936017501,0.2046070543580818,0.1839396548621711
3,277946,"['imposed', 'new', 'usage', 'cap', '300gb', 'punishes', 'streaming', '.']",05-07-15,05-Jul-15,11:59:35 AM,Internet,Acworth,Georgia,30101,Open,Yes,0.042152317129554195,0.18763762221871358,0.007873401605473845,0.0029203412063243403,0.18382355385534327,0.19132673725861132,0.17949234908536754,0.4453573598006779
4,307175,"['working', 'service', 'boot']",26-05-15,26-May-15,1:25:26 PM,Internet,Acworth,Georgia,30101,Solved,No,0.11743477254330624,-0.03252896232474838,0.028695205163921298,0.19614470085233732,0.21563002898759887,0.22342161067733232,0.3571883778494614,0.20375998248560745
5,338519,"['isp', 'charging', 'arbitrary', 'data', 'limit', 'overage', 'fee']",06-12-15,06-Dec-15,9:59:40 PM,Internet,Acworth,Georgia,30101,Solved,No,0.042801687728349594,0.17816580076006,0.007958272211222183,0.006972969871789129,0.16546701878297881,0.16586303980220285,0.23693972366434782,0.4317302177504706
6,361148,"['throttling', 'service', 'unreasonable', 'data', 'cap']",24-06-15,24-Jun-15,10:13:55 AM,Customer Care Call,Acworth,Georgia,30101,Pending,No,0.2361599942254988,0.41521007381383773,0.031597192134524346,0.17734159653688336,0.2881786291853048,0.19864439183704033,0.18246959871977825,0.33070738025787666
7,359792,"['refuse', 'help', 'troubleshoot', 'correct', 'service', '.']",23-06-15,23-Jun-15,6:56:14 PM,Internet,Adrian,Michigan,49221,Solved,No,0.0875203680372929,-0.023977419281723672,0.02244663251402163,0.1465586212291802,0.27047159207434707,0.23354143478665937,0.28275510152496064,0.21323187161403281
8,318072,"['extended', 'outage']",06-01-15,06-Jan-15,11:46:30 PM,Customer Care Call,Alameda,California,94502,Closed,No,0.010553573258349014,-0.0023817897732339418,-0.005485277363343538,0.0003520338257704819,0.33897928808669414,0.21422540699554396,0.23113307337037164,0.21566223154739034
9,371214,"['raising', 'price', 'available', 'ask']",28-06-15,28-Jun-15,6:46:31 PM,Customer Care Call,Alameda,California,94501,Open,Yes,0.012263793378833722,-0.0016769361927271966,-0.006488761115147862,-0.0025625921255326123,0.26289045630115254,0.27143453915149685,0.23122620277352704,0.2344488017738235
10,255938,"['billing', 'service', 'asked', 'disconnected']",24-04-15,24-Apr-15,4:40:36 PM,Internet,Albuquerque,New Mexico,87106,Closed,No,0.1953520517571165,-0.05585537174539981,0.24969478520240634,0.09246078109218521,0.22154642227711074,0.3442854842112693,0.22974780448425855,0.20442028902736137
11,276409,"['yahoo', 'failure', 'restore', 'email', 'search', 'feature']",05-06-15,05-Jun-15,3:09:49 PM,Customer Care Call,Albuquerque,New Mexico,87109,Closed,No,0.005206288434585978,-0.001613323016507687,0.002008818469120353,0.01374264205932024,0.22054204441504788,0.3057496314524462,0.23741201288243097,0.23629631125007497
12,339282,"['violating', 'open', 'internet', 'rule', 'blocking', 'hbo', 'go', 'access', 'sony', 'console']",13-06-15,13-Jun-15,4:03:18 PM,Internet,Albuquerque,New Mexico,87105,Open,Yes,0.09358242805061621,-0.014818501053356347,-0.056789968832086805,-0.03927032630277563,0.17679297124893179,0.48893181426971893,0.17031189818058892,0.16396331630076022
13,360178,"['internet', 'speed']",23-06-15,23-Jun-15,9:23:23 PM,Internet,Albuquerque,New Mexico,87113,Solved,No,0.5917066357449732,-0.10174123207967184,-0.386720617607614,-0.37745580728312705,0.41704163404712813,0.19767279316370273,0.20277339618317708,0.18251217660599203
14,376268,"['internet', 'disconnect', 'every', 'night']",30-06-15,30-Jun-15,10:30:02 PM,Customer Care Call,Albuquerque,New Mexico,87116,Solved,No,0.14037987291015913,-0.022762164430433017,-0.08536112183273203,-0.06188756931380838,0.2597768361621841,0.2457062391985983,0.27185175076287893,0.2226651738763387
15,370137,"['internet', 'complaint']",27-06-15,27-Jun-15,3:25:03 PM,Customer Care Call,Albuquerqur,New Mexico,87102,Pending,No,0.42117901669407265,-0.07166725437830015,-0.17210383574711505,-0.14752190280726352,0.4305991067519254,0.18968720960158866,0.19640334100747903,0.18331034263900697
16,363695,"['internet', 'availability', 'speed']",24-06-15,24-Jun-15,11:47:33 PM,Customer Care Call,Alexandria,Indiana,46001,Solved,No,0.35022033564905924,-0.06070201669364875,-0.22897463397162587,-0.21841151258768515,0.29396035735609055,0.3335316674766304,0.1936515128196347,0.17885646234764452
17,238694,"['owes', '$', '65', 'claim', 'need', 'return', 'equipment', 'never']",16-04-15,16-Apr-15,10:04:57 AM,Internet,Alexandria,Virginia,22304,Closed,No,0.003786970378753155,-0.000975500209902733,0.0012659714411485806,0.0014294145047254554,0.2573569052328683,0.22308346361662693,0.303234114812743,0.2163255163377618
18,230876,"['horrible', 'internet', 'service']",04-11-15,04-Nov-15,7:48:05 PM,Customer Care Call,Alexandria,Virginia,22305,Closed,No,0.446183316418288,-0.09410126396085056,-0.11246374283062993,0.20884409657812897,0.23493377028989865,0.376185266844239,0.20748922089622215,0.18139174196964036
19,318725,"['failure', 'provide', 'service', 'billed', '.']",06-02-15,06-Feb-15,1:03:52 PM,Customer Care Call,Alexandria,Virginia,22314,Closed,No,0.12340006181089296,-0.03455204437433358,0.03426270685360617,0.2134657171568479,0.21290048985275345,0.34628627817967245,0.2555365447153156,0.18527668725225857
20,327657,"['internet', 'time', 'monopoly']",06-07-15,06-Jul-15,8:55:43 PM,Customer Care Call,Alexandria,Virginia,22305,Solved,No,0.21659983083280743,-0.03445203045362326,-0.12743750090962702,-0.0929312623904089,0.39902784916445927,0.20311109772875158,0.21138164933222908,0.18647940377456015
21,328742,"['horrible', 'cable', 'service', 'customer', 'service']",06-08-15,06-Aug-15,3:18:58 PM,Internet,Alexandria,Virginia,22312,Solved,No,0.3062556439768778,-0.08371836076264098,0.07494521011154417,0.5014995872030356,0.21869066377507868,0.33529180365039024,0.27546961041340084,0.17054792216113016
22,328165,['speed'],06-08-15,06-Aug-15,12:03:37 PM,Customer Care Call,Alexandria,Virginia,22304,Solved,No,0.21120295612306933,-0.04165631019195441,-0.15980543685851575,-0.2346475629501655,0.3913586305512349,0.2086577887827599,0.20272440930006635,0.1972591713659387
23,370538,"['monopoly', 'bundling', 'practice']",27-06-15,27-Jun-15,9:04:34 PM,Internet,Alexandria,Virginia,22304,Open,No,0.02898036304861113,-0.0066012313247714016,0.07610719237408103,-0.05296134690476682,0.35652712530276165,0.2147845444960418,0.19678426691914563,0.23190406328205113
24,370363,['!'],27-06-15,27-Jun-15,6:37:29 PM,Internet,Alexandria,Virginia,22305,Solved,No,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
25,270163,"['bait', 'switch']",05-02-15,05-Feb-15,3:55:24 PM,Internet,Algonquin,Illinois,60102,Open,Yes,0.004837897465984264,-0.001284813128027167,0.0004979733445346845,0.004439257806292993,0.1839063977476956,0.18400882113307415,0.1838295815030216,0.4482551996162085
26,355976,"['customer', 'service']",22-06-15,22-Jun-15,2:10:39 PM,Internet,Aliquippa,Pennsylvania,15001,Open,No,0.3165294173241184,-0.0905001832363607,0.11428232836953237,0.5908447048537465,0.31085873817615817,0.28822581075845477,0.2109164166413566,0.18999903442403052
27,260651,"['apartment', 'management', ""'s"", 'exclusivity', 'contract']",28-04-15,28-Apr-15,8:01:46 AM,Customer Care Call,Allston,Massachusetts,2134,Closed,No,0.0021259514504000632,0.00014578016576605797,0.00046630004274518755,0.0008077335123177578,0.22322077730268713,0.2273187829868328,0.3206096783617317,0.2288507613487485
28,305340,"['unable', 'reach', 'agent', 'internet', 'billing', 'issue', '.']",24-05-15,24-May-15,2:57:47 PM,Customer Care Call,Aloha,Oregon,97006,Solved,No,0.24901180570965575,-0.055715422916880135,0.1759493343720216,-0.12967161746563446,0.2397772890179911,0.353431973857017,0.21750540046447786,0.18928533666051395
29,360759,"['wifi', 'internet', 'working', 'well']",24-06-15,24-Jun-15,2:23:23 AM,Internet,Aloha,Oregon,97006,Pending,No,0.15312440463787647,-0.0252919371624095,-0.09102656716130199,-0.060200303640270014,0.20578240806138742,0.1919516524512044,0.41630678172379826,0.18595915776360997
30,265487,"['data', 'cap']",29-04-15,29-Apr-15,9:40:19 PM,Internet,Alpharetta,Georgia,30022,Closed,No,0.2001240084888291,0.9683477320782697,0.044446840844545664,0.029808778734014323,0.1799404491509552,0.1799396303683002,0.17994395407688446,0.4601759664038603
31,296608,"['internet', 'data', 'cap']",19-05-15,19-May-15,10:56:20 AM,Internet,Alpharetta,Georgia,30022,Solved,No,0.5068602252978516,0.8113726534701658,-0.16089148658406077,-0.11874689399848747,0.21741399998539074,0.18017791551805507,0.19150458732841713,0.41090349716813696
32,310990,"['xfinity', 'mover', 'edge', 'program']",28-05-15,28-May-15,10:37:13 AM,Customer Care Call,Alpharetta,Georgia,30022,Solved,No,0.015260177601520104,0.002848216539087235,0.0029871374216448123,0.010682432160116277,0.2230192556262905,0.22962187066784528,0.2950672889098025,0.2522915847960617
33,325342,"['data', 'internet', 'usage']",06-05-15,06-May-15,1:25:58 PM,Internet,Alpharetta,Georgia,30022,Solved,No,0.3729391740206447,0.3945094935133977,-0.14654602814490889,-0.11545627938723083,0.21216846058223437,0.1811060685378161,0.19084717839796808,0.41587829248198144
